CaseID,WEIGHT,PROVINCP,PCRUR,PCSIZEP,TYPDWELP,TENURYRP,RPINCTOT,RPMARP,RPAGEGRP,RPSEX,RPWEEKFT,RPWEEKPT,RPHIGHED,RPDISABL,SPINCTOT,SPAGEGRP,SPSEXP,SPWEEKFT,SPWEEKPT,SPHIGHED,SPDISABL,HHTYPEP,CH04TOIP,NMCH0517,NMYT1824,NMAD2564,SE65TOIP,HHSZTOTP,AGEYOUNP,NUMFTP,NUMPTP,HHINCTOT,TOTEXP
1684.0,55.0,60.0,1.0,2.0,1.0,2.0,3500.0,1.0,4.0,2.0,0.0,6.0,2.0,0.0,120000.0,4.0,1.0,52.0,0.0,2.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,6.0,7.0,1.0,3.0,130000.0,93417.0
1685.0,20.0,60.0,1.0,2.0,5.0,4.0,97000.0,2.0,2.0,2.0,52.0,0.0,5.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,1.0,0.0,97000.0,75588.0
1686.0,5878.0,35.0,1.0,1.0,3.0,3.0,20000.0,1.0,7.0,1.0,0.0,0.0,5.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,2.0,0.0,5.0,8.0,0.0,0.0,20000.0,24596.0
1688.0,1027.0,59.0,1.0,1.0,1.0,1.0,100000.0,1.0,9.0,1.0,52.0,0.0,8.0,0.0,77000.0,8.0,2.0,52.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,2.0,0.0,180000.0,117141.0
1689.0,467.0,59.0,1.0,2.0,2.0,3.0,22000.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,,,,,,,,5.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,22000.0,34437.0
1690.0,319.0,13.0,1.0,2.0,1.0,2.0,33000.0,1.0,6.0,1.0,52.0,0.0,7.0,0.0,30000.0,5.0,2.0,49.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,3.0,99.0,2.0,0.0,76000.0,56207.0
1691.0,343.0,12.0,1.0,1.0,5.0,3.0,30000.0,3.0,13.0,2.0,0.0,0.0,5.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.0,0.0,30000.0,29985.0
1693.0,844.0,12.0,1.0,1.0,1.0,2.0,130000.0,1.0,6.0,1.0,52.0,0.0,8.0,0.0,10000.0,6.0,2.0,0.0,52.0,7.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,6.0,15.0,1.0,3.0,150000.0,119083.0
1694.0,876.0,46.0,1.0,1.0,5.0,3.0,16000.0,3.0,14.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.0,0.0,16000.0,12494.0
1695.0,2036.0,24.0,1.0,1.0,2.0,2.0,74000.0,3.0,6.0,2.0,42.0,0.0,6.0,0.0,,,,,,,,6.0,0.0,2.0,0.0,1.0,0.0,3.0,13.0,0.0,1.0,74000.0,49304.0
1696.0,184.0,10.0,1.0,2.0,1.0,1.0,32000.0,1.0,8.0,1.0,20.0,10.0,1.0,0.0,13000.0,8.0,2.0,10.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,0.0,2.0,45000.0,27997.0
1697.0,583.0,35.0,1.0,1.0,1.0,2.0,48000.0,1.0,8.0,2.0,52.0,0.0,2.0,0.0,17000.0,7.0,1.0,32.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,1.0,1.0,65000.0,51171.0
1699.0,4620.0,35.0,1.0,1.0,5.0,3.0,61000.0,1.0,4.0,1.0,51.0,0.0,7.0,0.0,3800.0,5.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,5.0,7.0,1.0,0.0,65000.0,41631.0
1702.0,343.0,13.0,1.0,1.0,5.0,3.0,27000.0,1.0,2.0,1.0,43.0,0.0,5.0,0.0,43000.0,1.0,2.0,52.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,99.0,1.0,1.0,70000.0,39470.0
1703.0,342.0,12.0,1.0,1.0,1.0,1.0,52000.0,1.0,13.0,1.0,0.0,0.0,1.0,0.0,27000.0,12.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,99.0,0.0,0.0,78000.0,42771.0
1704.0,1386.0,48.0,1.0,2.0,5.0,3.0,20000.0,2.0,1.0,2.0,0.0,20.0,1.0,0.0,,,,,,,,5.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,20000.0,19699.0
1705.0,1903.0,48.0,1.0,1.0,5.0,3.0,47000.0,2.0,4.0,2.0,52.0,0.0,5.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,1.0,0.0,47000.0,32915.0
1707.0,3562.0,24.0,1.0,1.0,6.0,2.0,35000.0,3.0,10.0,2.0,0.0,44.0,2.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.0,1.0,35000.0,26554.0
1708.0,198.0,10.0,1.0,1.0,5.0,3.0,15000.0,1.0,8.0,2.0,52.0,0.0,3.0,0.0,40000.0,8.0,1.0,52.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,2.0,0.0,55000.0,36748.0
1710.0,423.0,12.0,2.0,3.0,1.0,2.0,41000.0,1.0,10.0,1.0,0.0,0.0,7.0,0.0,53000.0,7.0,2.0,52.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,99.0,1.0,0.0,94000.0,35144.0
1711.0,1104.0,59.0,1.0,1.0,3.0,3.0,51000.0,3.0,6.0,2.0,52.0,0.0,7.0,0.0,,,,,,,,5.0,0.0,3.0,0.0,1.0,0.0,4.0,14.0,1.0,1.0,53000.0,41073.0
1712.0,251.0,10.0,1.0,2.0,1.0,2.0,28000.0,1.0,5.0,1.0,0.0,52.0,3.0,0.0,100000.0,5.0,2.0,52.0,0.0,7.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,4.0,4.0,1.0,1.0,130000.0,78689.0
1714.0,4109.0,24.0,1.0,2.0,2.0,3.0,31000.0,2.0,5.0,1.0,52.0,0.0,2.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,1.0,0.0,31000.0,16885.0
1715.0,2031.0,24.0,1.0,2.0,2.0,3.0,80000.0,2.0,3.0,1.0,52.0,0.0,3.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,1.0,0.0,80000.0,53540.0
1716.0,3400.0,35.0,1.0,1.0,3.0,3.0,17000.0,3.0,13.0,2.0,0.0,0.0,1.0,1.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.0,0.0,17000.0,21720.0
1717.0,360.0,47.0,1.0,2.0,1.0,1.0,35000.0,1.0,9.0,2.0,52.0,0.0,1.0,0.0,29000.0,9.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,1.0,0.0,64000.0,75139.0
1718.0,889.0,46.0,1.0,1.0,1.0,2.0,50000.0,1.0,6.0,1.0,52.0,0.0,1.0,0.0,19000.0,6.0,2.0,0.0,52.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,0.0,6.0,4.0,2.0,3.0,110000.0,103259.0
1719.0,459.0,46.0,2.0,3.0,1.0,2.0,13000.0,1.0,6.0,2.0,0.0,0.0,1.0,0.0,48000.0,7.0,1.0,52.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0,12.0,1.0,0.0,61000.0,62938.0
1722.0,357.0,47.0,2.0,3.0,1.0,1.0,36000.0,3.0,12.0,2.0,0.0,0.0,1.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.0,0.0,36000.0,20251.0
1724.0,3286.0,35.0,1.0,2.0,1.0,1.0,38000.0,3.0,6.0,2.0,52.0,0.0,5.0,0.0,,,,,,,,5.0,0.0,0.0,1.0,1.0,0.0,2.0,18.0,1.0,1.0,44000.0,34773.0
1725.0,4006.0,35.0,1.0,1.0,1.0,1.0,110000.0,1.0,8.0,1.0,48.0,0.0,8.0,0.0,55000.0,6.0,2.0,0.0,40.0,7.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,4.0,7.0,0.0,2.0,160000.0,133098.0
1726.0,2780.0,24.0,1.0,2.0,2.0,1.0,10000.0,1.0,11.0,2.0,0.0,0.0,2.0,0.0,19000.0,11.0,1.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,99.0,0.0,1.0,29000.0,26202.0
1727.0,967.0,48.0,1.0,1.0,1.0,1.0,37000.0,1.0,5.0,1.0,52.0,0.0,4.0,0.0,27000.0,5.0,2.0,0.0,52.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,1.0,1.0,64000.0,35621.0
1728.0,3852.0,35.0,1.0,2.0,2.0,3.0,23000.0,1.0,6.0,2.0,20.0,32.0,5.0,0.0,40000.0,5.0,1.0,0.0,52.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,4.0,6.0,0.0,2.0,63000.0,46075.0
1729.0,426.0,13.0,2.0,3.0,1.0,3.0,75000.0,1.0,7.0,1.0,52.0,0.0,1.0,0.0,20000.0,7.0,2.0,52.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,5.0,19.0,2.0,0.0,210000.0,119962.0
1730.0,251.0,13.0,2.0,3.0,1.0,2.0,28000.0,1.0,7.0,1.0,52.0,0.0,2.0,0.0,6600.0,7.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,1.0,0.0,35000.0,54073.0
1731.0,762.0,46.0,1.0,1.0,1.0,1.0,27000.0,1.0,5.0,2.0,0.0,0.0,2.0,0.0,62000.0,6.0,1.0,52.0,0.0,5.0,0.0,3.0,1.0,3.0,0.0,2.0,0.0,6.0,4.0,1.0,0.0,89000.0,64245.0
1732.0,35.0,60.0,1.0,2.0,6.0,3.0,18000.0,2.0,6.0,1.0,0.0,0.0,2.0,1.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,0.0,0.0,18000.0,17021.0
1733.0,1330.0,35.0,1.0,1.0,5.0,4.0,26000.0,3.0,6.0,1.0,0.0,50.0,5.0,0.0,,,,,,,,5.0,0.0,1.0,0.0,1.0,0.0,2.0,9.0,0.0,1.0,26000.0,53040.0
1734.0,534.0,47.0,1.0,2.0,5.0,3.0,18000.0,1.0,9.0,1.0,0.0,52.0,1.0,0.0,57000.0,9.0,2.0,52.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,1.0,1.0,75000.0,71490.0
1735.0,5047.0,35.0,1.0,1.0,1.0,2.0,31000.0,1.0,3.0,2.0,0.0,52.0,5.0,0.0,35000.0,3.0,1.0,52.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,4.0,3.0,1.0,1.0,66000.0,47031.0
1737.0,2242.0,24.0,1.0,1.0,2.0,3.0,19000.0,3.0,7.0,2.0,52.0,0.0,6.0,0.0,,,,,,,,5.0,0.0,0.0,2.0,1.0,0.0,3.0,18.0,1.0,1.0,21000.0,25197.0
1740.0,111.0,10.0,2.0,3.0,1.0,1.0,25000.0,1.0,5.0,1.0,3.0,0.0,1.0,0.0,15000.0,5.0,2.0,52.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0,16.0,1.0,1.0,40000.0,40903.0
1741.0,4420.0,35.0,1.0,1.0,1.0,2.0,2000.0,1.0,5.0,2.0,0.0,0.0,7.0,0.0,50000.0,6.0,1.0,52.0,0.0,5.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,4.0,15.0,1.0,0.0,52000.0,62882.0
1743.0,377.0,13.0,1.0,1.0,1.0,2.0,16000.0,1.0,4.0,2.0,52.0,0.0,3.0,0.0,22000.0,5.0,1.0,52.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0,13.0,2.0,0.0,37000.0,61233.0
1744.0,246.0,13.0,1.0,1.0,1.0,2.0,60000.0,1.0,3.0,1.0,18.0,0.0,7.0,0.0,49000.0,2.0,2.0,24.0,12.0,7.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,2.0,110000.0,63020.0
1746.0,556.0,12.0,1.0,1.0,5.0,3.0,15000.0,2.0,6.0,1.0,0.0,52.0,1.0,1.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,0.0,1.0,15000.0,14827.0
1749.0,1499.0,48.0,1.0,1.0,1.0,1.0,23000.0,1.0,10.0,2.0,0.0,0.0,5.0,0.0,32000.0,10.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,99.0,0.0,0.0,55000.0,36875.0
1750.0,1181.0,48.0,1.0,1.0,4.0,3.0,59000.0,2.0,3.0,1.0,50.0,0.0,3.0,1.0,,,,,,,,5.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,59000.0,81929.0
1751.0,1187.0,59.0,1.0,1.0,4.0,3.0,6000.0,3.0,9.0,2.0,0.0,0.0,3.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,0.0,0.0,6000.0,48688.0
1752.0,817.0,46.0,2.0,3.0,1.0,2.0,63000.0,3.0,10.0,1.0,52.0,0.0,1.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,1.0,0.0,63000.0,32447.0
1753.0,830.0,48.0,2.0,3.0,1.0,4.0,0.0,1.0,7.0,2.0,0.0,0.0,2.0,0.0,100000.0,7.0,1.0,52.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,1.0,0.0,100000.0,56759.0
1754.0,65.0,60.0,1.0,2.0,3.0,1.0,24000.0,1.0,10.0,1.0,52.0,0.0,2.0,0.0,27000.0,10.0,2.0,52.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,99.0,2.0,0.0,52000.0,31751.0
1755.0,1471.0,48.0,1.0,2.0,1.0,3.0,34000.0,2.0,3.0,2.0,48.0,0.0,2.0,1.0,,,,,,,,7.0,0.0,1.0,0.0,2.0,0.0,3.0,9.0,0.0,2.0,69000.0,67382.0
1757.0,2692.0,59.0,1.0,2.0,1.0,1.0,35000.0,2.0,11.0,1.0,0.0,0.0,7.0,1.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.0,0.0,35000.0,24470.0
1758.0,295.0,47.0,1.0,2.0,1.0,1.0,45000.0,1.0,7.0,2.0,52.0,0.0,6.0,0.0,120000.0,7.0,1.0,52.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,2.0,0.0,170000.0,66772.0
1759.0,335.0,13.0,1.0,2.0,1.0,2.0,80000.0,1.0,5.0,1.0,52.0,0.0,5.0,0.0,120000.0,6.0,2.0,52.0,0.0,7.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,4.0,12.0,2.0,0.0,200000.0,218408.0
1762.0,1412.0,59.0,1.0,1.0,3.0,3.0,50000.0,1.0,4.0,1.0,52.0,0.0,2.0,0.0,58000.0,3.0,2.0,52.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,0.0,110000.0,66895.0
1764.0,579.0,59.0,1.0,1.0,5.0,3.0,61000.0,2.0,6.0,2.0,26.0,0.0,8.0,0.0,,,,,,,,5.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,61000.0,27975.0
1767.0,2071.0,24.0,1.0,1.0,1.0,1.0,35000.0,3.0,9.0,2.0,0.0,0.0,1.0,1.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,0.0,0.0,35000.0,21983.0
1768.0,593.0,47.0,1.0,2.0,1.0,2.0,30000.0,1.0,6.0,1.0,0.0,2.0,8.0,0.0,250000.0,4.0,2.0,52.0,0.0,7.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,5.0,0.0,1.0,1.0,280000.0,91564.0
1769.0,421.0,46.0,1.0,1.0,1.0,1.0,32000.0,1.0,9.0,2.0,0.0,52.0,1.0,0.0,64000.0,9.0,1.0,52.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,25.0,2.0,1.0,180000.0,60535.0
1770.0,50.0,60.0,1.0,2.0,6.0,1.0,30000.0,1.0,4.0,1.0,50.0,0.0,1.0,0.0,1200.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0,7.0,1.0,0.0,32000.0,19280.0
1771.0,727.0,48.0,1.0,1.0,4.0,4.0,22000.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,,,,,,,,5.0,1.0,3.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,22000.0,49811.0
1772.0,213.0,10.0,1.0,2.0,1.0,1.0,25000.0,1.0,10.0,1.0,14.0,0.0,1.0,0.0,5700.0,10.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,99.0,0.0,1.0,30000.0,29237.0
1773.0,352.0,59.0,1.0,1.0,1.0,1.0,27000.0,3.0,6.0,2.0,0.0,0.0,2.0,0.0,,,,,,,,5.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,27000.0,35524.0
1774.0,250.0,10.0,2.0,3.0,1.0,2.0,5800.0,1.0,3.0,2.0,5.0,0.0,1.0,0.0,24000.0,6.0,1.0,40.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,4.0,7.0,0.0,2.0,30000.0,24089.0
1775.0,1930.0,48.0,1.0,1.0,1.0,1.0,35000.0,1.0,7.0,1.0,32.0,0.0,6.0,0.0,0.0,7.0,2.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,4.0,22.0,0.0,3.0,57000.0,76069.0
1776.0,546.0,12.0,1.0,1.0,1.0,3.0,6000.0,1.0,2.0,2.0,0.0,0.0,5.0,1.0,50000.0,2.0,1.0,52.0,0.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,5.0,3.0,1.0,0.0,56000.0,43287.0
1777.0,591.0,47.0,1.0,1.0,5.0,3.0,18000.0,2.0,4.0,1.0,30.0,0.0,1.0,0.0,,,,,,,,7.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,1.0,1.0,68000.0,55009.0
1779.0,409.0,59.0,1.0,1.0,1.0,1.0,29000.0,3.0,5.0,2.0,40.0,0.0,5.0,0.0,,,,,,,,5.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,29000.0,51700.0
1780.0,3444.0,24.0,1.0,2.0,1.0,1.0,25000.0,1.0,7.0,2.0,52.0,0.0,1.0,0.0,23000.0,7.0,1.0,24.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,1.0,1.0,48000.0,27133.0
1781.0,1003.0,48.0,1.0,1.0,1.0,1.0,18000.0,1.0,12.0,1.0,0.0,0.0,6.0,0.0,20000.0,11.0,2.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,99.0,0.0,0.0,38000.0,25076.0
1783.0,1895.0,48.0,1.0,1.0,1.0,1.0,1100.0,1.0,7.0,2.0,0.0,0.0,2.0,0.0,120000.0,8.0,1.0,52.0,0.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,0.0,5.0,14.0,2.0,1.0,170000.0,89428.0
1784.0,484.0,46.0,2.0,3.0,1.0,2.0,29000.0,1.0,9.0,2.0,52.0,0.0,1.0,0.0,28000.0,9.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,1.0,0.0,57000.0,53576.0
1786.0,2179.0,24.0,1.0,2.0,5.0,3.0,17000.0,3.0,13.0,2.0,0.0,0.0,1.0,1.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.0,0.0,17000.0,14632.0
1789.0,727.0,12.0,1.0,1.0,1.0,3.0,13000.0,1.0,2.0,2.0,0.0,52.0,5.0,0.0,26000.0,2.0,1.0,52.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,0.0,5.0,3.0,1.0,1.0,48000.0,33006.0
1790.0,188.0,10.0,2.0,3.0,1.0,1.0,8800.0,1.0,6.0,1.0,0.0,0.0,3.0,0.0,17000.0,7.0,2.0,0.0,12.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,0.0,1.0,26000.0,23511.0
1792.0,1644.0,59.0,1.0,1.0,6.0,1.0,65000.0,1.0,5.0,2.0,52.0,0.0,5.0,0.0,18000.0,7.0,1.0,52.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,2.0,0.0,83000.0,48252.0
1794.0,4188.0,35.0,1.0,1.0,1.0,2.0,67000.0,1.0,7.0,1.0,40.0,0.0,3.0,0.0,21000.0,7.0,2.0,52.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,1.0,1.0,88000.0,43413.0
1795.0,35.0,60.0,1.0,2.0,1.0,2.0,93000.0,1.0,5.0,2.0,12.0,0.0,6.0,0.0,50000.0,3.0,1.0,30.0,0.0,5.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0,16.0,0.0,3.0,150000.0,88104.0
1797.0,362.0,47.0,1.0,1.0,1.0,4.0,44000.0,1.0,1.0,2.0,52.0,0.0,3.0,0.0,38000.0,2.0,1.0,52.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,99.0,2.0,0.0,82000.0,49173.0
1798.0,233.0,13.0,1.0,2.0,1.0,1.0,6900.0,1.0,12.0,2.0,0.0,0.0,1.0,0.0,17000.0,13.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,99.0,0.0,0.0,24000.0,16007.0
1800.0,3237.0,59.0,1.0,1.0,5.0,3.0,36000.0,3.0,12.0,2.0,0.0,10.0,2.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.0,1.0,36000.0,23087.0
1802.0,1523.0,59.0,2.0,3.0,1.0,1.0,24000.0,1.0,7.0,1.0,0.0,0.0,5.0,1.0,39000.0,8.0,2.0,52.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,1.0,0.0,63000.0,60361.0
1803.0,1353.0,48.0,1.0,2.0,6.0,1.0,17000.0,1.0,4.0,2.0,0.0,52.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0,15.0,0.0,1.0,17000.0,26164.0
1804.0,318.0,13.0,1.0,2.0,6.0,2.0,30000.0,1.0,9.0,2.0,0.0,4.0,2.0,0.0,19000.0,10.0,1.0,32.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,99.0,0.0,2.0,49000.0,45218.0
1805.0,1537.0,24.0,1.0,1.0,4.0,3.0,40000.0,1.0,3.0,1.0,52.0,0.0,2.0,0.0,34000.0,4.0,2.0,52.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,0.0,74000.0,54650.0
1806.0,1412.0,59.0,1.0,1.0,5.0,1.0,27000.0,3.0,10.0,2.0,0.0,52.0,2.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.0,1.0,27000.0,15001.0
1807.0,135.0,47.0,1.0,1.0,2.0,3.0,66000.0,1.0,2.0,2.0,52.0,0.0,6.0,0.0,62000.0,2.0,1.0,52.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,2.0,0.0,130000.0,78401.0
1809.0,1154.0,59.0,1.0,1.0,1.0,1.0,45000.0,1.0,10.0,1.0,0.0,0.0,3.0,0.0,200.0,9.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,99.0,0.0,0.0,45000.0,44644.0
1810.0,1493.0,48.0,2.0,3.0,1.0,1.0,7200.0,1.0,11.0,1.0,0.0,0.0,1.0,0.0,7200.0,11.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,99.0,0.0,0.0,14000.0,24990.0
1811.0,3774.0,35.0,1.0,1.0,3.0,3.0,45000.0,3.0,8.0,1.0,45.0,0.0,5.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,0.0,1.0,45000.0,45371.0
1812.0,118.0,10.0,1.0,2.0,1.0,1.0,30000.0,1.0,5.0,1.0,52.0,0.0,5.0,0.0,21000.0,4.0,2.0,52.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0,16.0,2.0,0.0,51000.0,48219.0
1813.0,1682.0,59.0,1.0,1.0,5.0,3.0,60000.0,2.0,2.0,1.0,52.0,0.0,8.0,0.0,,,,,,,,7.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,1.0,1.0,75000.0,67734.0
1815.0,2629.0,24.0,1.0,1.0,5.0,3.0,17000.0,1.0,12.0,1.0,0.0,0.0,3.0,0.0,11000.0,10.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,99.0,0.0,0.0,28000.0,22872.0
1817.0,341.0,12.0,2.0,3.0,1.0,1.0,37000.0,1.0,11.0,1.0,0.0,0.0,3.0,1.0,6400.0,12.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,99.0,0.0,0.0,44000.0,24088.0
1819.0,1698.0,48.0,1.0,1.0,3.0,2.0,47000.0,2.0,6.0,2.0,52.0,0.0,6.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,1.0,0.0,47000.0,35861.0
1823.0,3400.0,35.0,1.0,1.0,1.0,1.0,28000.0,3.0,12.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.0,0.0,28000.0,65574.0
1824.0,502.0,13.0,1.0,2.0,6.0,2.0,26000.0,2.0,3.0,2.0,20.0,0.0,7.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,0.0,1.0,26000.0,27118.0
1826.0,361.0,12.0,1.0,1.0,3.0,3.0,41000.0,1.0,3.0,1.0,49.0,0.0,5.0,0.0,12000.0,2.0,2.0,28.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,1.0,1.0,53000.0,48888.0
1827.0,4381.0,35.0,1.0,1.0,5.0,3.0,21000.0,3.0,11.0,2.0,0.0,0.0,2.0,1.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.0,0.0,21000.0,20021.0
1828.0,9901.0,35.0,1.0,1.0,2.0,2.0,32000.0,1.0,9.0,1.0,52.0,0.0,1.0,0.0,31000.0,9.0,2.0,52.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,2.0,1.0,6.0,15.0,2.0,2.0,120000.0,91342.0
