CaseID,WEIGHT,PROVINCP,PCRUR,PCSIZEP,TYPDWELP,TENURYRP,RPINCTOT,RPMARP,RPAGEGRP,RPSEX,RPWEEKFT,RPWEEKPT,RPHIGHED,RPDISABL,SPINCTOT,SPAGEGRP,SPSEXP,SPWEEKFT,SPWEEKPT,SPHIGHED,SPDISABL,HHTYPEP,CH04TOIP,NMCH0517,NMYT1824,NMAD2564,SE65TOIP,HHSZTOTP,AGEYOUNP,NUMFTP,NUMPTP,HHINCTOT,TOTEXP
2.0,1292.0,46.0,1.0,1.0,5.0,3.0,17000.0,2.0,1.0,2.0,17.0,35.0,2.0,1.0,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,99.0,0.0,1.0,17000.0,36030.0
3.0,1941.0,48.0,2.0,3.0,6.0,1.0,51000.0,1.0,7.0,2.0,52.0,0.0,5.0,0.0,85000.0,7.0,1.0,52.0,0.0,5.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,3.0,19.0,2.0,1.0,150000.0,50279.0
4.0,56.0,60.0,1.0,2.0,1.0,3.0,3800.0,2.0,1.0,1.0,0.0,8.0,1.0,0.0,,,,,,,,6.0,0.0,0.0,1.0,0.0,1.0,2.0,99.0,0.0,1.0,19000.0,18880.0
5.0,97.0,12.0,1.0,1.0,3.0,1.0,45000.0,1.0,4.0,2.0,52.0,0.0,5.0,0.0,45000.0,4.0,1.0,52.0,0.0,5.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0,9.0,2.0,0.0,90000.0,95068.0
6.0,1961.0,59.0,1.0,1.0,5.0,2.0,61000.0,2.0,2.0,1.0,52.0,0.0,7.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,1.0,0.0,61000.0,41850.0
7.0,1121.0,48.0,1.0,1.0,1.0,1.0,37000.0,3.0,7.0,2.0,52.0,0.0,2.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,1.0,0.0,37000.0,24857.0
8.0,350.0,46.0,1.0,2.0,1.0,2.0,46000.0,1.0,9.0,1.0,0.0,0.0,7.0,1.0,40000.0,7.0,2.0,40.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,0.0,1.0,86000.0,59953.0
9.0,1621.0,48.0,1.0,1.0,4.0,2.0,34000.0,1.0,3.0,1.0,12.0,0.0,7.0,0.0,7000.0,3.0,2.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,5.0,3.0,0.0,1.0,41000.0,69601.0
10.0,1302.0,59.0,1.0,1.0,1.0,1.0,15000.0,1.0,13.0,2.0,0.0,0.0,1.0,0.0,14000.0,13.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,99.0,0.0,0.0,29000.0,21313.0
11.0,1605.0,48.0,1.0,1.0,1.0,3.0,26000.0,1.0,5.0,1.0,52.0,0.0,3.0,0.0,23000.0,4.0,2.0,52.0,0.0,6.0,0.0,4.0,0.0,3.0,0.0,2.0,1.0,6.0,12.0,2.0,0.0,49000.0,36152.0
12.0,206.0,10.0,1.0,2.0,1.0,1.0,21000.0,3.0,11.0,2.0,0.0,0.0,2.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.0,0.0,21000.0,18887.0
13.0,755.0,24.0,1.0,1.0,5.0,3.0,37000.0,2.0,1.0,1.0,52.0,0.0,3.0,0.0,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,99.0,1.0,0.0,37000.0,34002.0
14.0,486.0,48.0,1.0,1.0,1.0,1.0,34000.0,1.0,8.0,2.0,0.0,0.0,2.0,1.0,99000.0,9.0,1.0,52.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,1.0,0.0,130000.0,68401.0
16.0,1412.0,59.0,1.0,1.0,5.0,1.0,24000.0,3.0,10.0,2.0,0.0,0.0,2.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.0,0.0,24000.0,23245.0
17.0,280.0,13.0,1.0,2.0,1.0,2.0,31000.0,1.0,8.0,2.0,52.0,0.0,5.0,0.0,1200.0,8.0,1.0,3.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,1.0,1.0,32000.0,39146.0
20.0,907.0,48.0,1.0,1.0,3.0,3.0,0.0,1.0,4.0,2.0,0.0,0.0,2.0,0.0,85000.0,4.0,1.0,52.0,0.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,0.0,5.0,5.0,1.0,1.0,96000.0,90139.0
26.0,190.0,10.0,2.0,3.0,1.0,1.0,16000.0,1.0,10.0,1.0,0.0,0.0,1.0,0.0,9300.0,10.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,99.0,0.0,0.0,25000.0,34469.0
28.0,416.0,12.0,2.0,3.0,3.0,2.0,7600.0,1.0,9.0,2.0,0.0,0.0,1.0,1.0,15000.0,8.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,0.0,0.0,23000.0,23501.0
30.0,2205.0,59.0,1.0,1.0,2.0,2.0,40000.0,1.0,7.0,2.0,0.0,52.0,4.0,0.0,60000.0,9.0,1.0,52.0,0.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,0.0,5.0,8.0,1.0,2.0,100000.0,91543.0
31.0,436.0,13.0,1.0,1.0,1.0,1.0,47000.0,1.0,6.0,2.0,52.0,0.0,7.0,0.0,43000.0,6.0,1.0,52.0,0.0,5.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,4.0,19.0,2.0,2.0,99000.0,104491.0
32.0,697.0,47.0,1.0,1.0,3.0,3.0,8500.0,3.0,4.0,1.0,14.0,0.0,5.0,0.0,,,,,,,,7.0,0.0,0.0,0.0,2.0,0.0,3.0,99.0,0.0,3.0,29000.0,19891.0
33.0,510.0,12.0,1.0,2.0,6.0,2.0,4800.0,1.0,4.0,2.0,0.0,0.0,2.0,0.0,59000.0,4.0,1.0,52.0,0.0,5.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,5.0,4.0,1.0,0.0,63000.0,38974.0
34.0,599.0,12.0,1.0,2.0,1.0,2.0,900.0,1.0,5.0,2.0,0.0,0.0,2.0,0.0,90000.0,8.0,1.0,52.0,0.0,3.0,0.0,3.0,0.0,2.0,1.0,2.0,0.0,5.0,14.0,1.0,1.0,100000.0,93397.0
35.0,328.0,10.0,1.0,1.0,1.0,3.0,60000.0,1.0,5.0,1.0,52.0,0.0,8.0,0.0,14000.0,4.0,2.0,0.0,16.0,8.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,5.0,1.0,1.0,1.0,74000.0,54894.0
36.0,1177.0,48.0,1.0,1.0,1.0,1.0,30000.0,3.0,11.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.0,0.0,30000.0,16641.0
38.0,605.0,12.0,1.0,2.0,1.0,2.0,13000.0,1.0,6.0,2.0,0.0,52.0,1.0,0.0,40000.0,7.0,1.0,52.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,4.0,99.0,1.0,2.0,60000.0,50755.0
39.0,2298.0,59.0,1.0,1.0,1.0,2.0,33000.0,1.0,5.0,2.0,44.0,8.0,3.0,1.0,23000.0,6.0,1.0,10.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0,9.0,1.0,1.0,56000.0,59425.0
42.0,3516.0,48.0,2.0,3.0,1.0,2.0,97000.0,1.0,5.0,2.0,0.0,52.0,5.0,0.0,95000.0,5.0,1.0,52.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0,11.0,1.0,1.0,190000.0,120259.0
45.0,2546.0,24.0,1.0,1.0,5.0,3.0,31000.0,3.0,10.0,2.0,0.0,0.0,2.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.0,0.0,31000.0,24826.0
47.0,3043.0,35.0,1.0,1.0,1.0,2.0,89000.0,3.0,10.0,2.0,52.0,0.0,5.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,1.0,0.0,89000.0,65300.0
50.0,269.0,13.0,2.0,3.0,1.0,1.0,36000.0,1.0,9.0,1.0,18.0,0.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,0.0,1.0,36000.0,14446.0
51.0,1129.0,35.0,1.0,1.0,3.0,3.0,22000.0,2.0,8.0,2.0,0.0,52.0,5.0,0.0,,,,,,,,5.0,0.0,0.0,1.0,1.0,0.0,2.0,18.0,0.0,2.0,28000.0,27332.0
52.0,804.0,48.0,1.0,1.0,1.0,2.0,100000.0,1.0,5.0,1.0,52.0,0.0,6.0,0.0,52000.0,5.0,2.0,52.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,2.0,0.0,160000.0,129314.0
53.0,1789.0,48.0,1.0,1.0,1.0,1.0,50000.0,1.0,6.0,2.0,34.0,0.0,8.0,0.0,30000.0,5.0,1.0,13.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,0.0,2.0,80000.0,28783.0
55.0,406.0,47.0,1.0,2.0,1.0,1.0,72000.0,3.0,10.0,1.0,52.0,0.0,1.0,1.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,1.0,0.0,72000.0,41566.0
56.0,2143.0,48.0,2.0,3.0,3.0,1.0,55000.0,1.0,8.0,2.0,52.0,0.0,5.0,0.0,25000.0,11.0,1.0,8.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,99.0,1.0,1.0,80000.0,60624.0
60.0,3082.0,35.0,1.0,1.0,5.0,1.0,47000.0,1.0,10.0,1.0,0.0,0.0,6.0,1.0,87000.0,9.0,2.0,52.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,99.0,1.0,0.0,130000.0,66728.0
62.0,2238.0,35.0,1.0,1.0,1.0,2.0,32000.0,1.0,6.0,1.0,51.0,0.0,5.0,1.0,40000.0,6.0,2.0,52.0,0.0,5.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,3.0,21.0,2.0,0.0,96000.0,87976.0
63.0,1718.0,24.0,1.0,1.0,1.0,1.0,15000.0,1.0,11.0,2.0,0.0,0.0,2.0,0.0,35000.0,11.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,3.0,99.0,0.0,1.0,59000.0,44833.0
64.0,409.0,13.0,1.0,2.0,1.0,1.0,69000.0,1.0,8.0,1.0,52.0,0.0,6.0,0.0,5200.0,7.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,6.0,10.0,1.0,1.0,120000.0,61417.0
65.0,752.0,46.0,1.0,2.0,1.0,2.0,33000.0,1.0,8.0,2.0,52.0,0.0,2.0,0.0,65000.0,9.0,1.0,52.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,4.0,25.0,2.0,0.0,120000.0,73156.0
67.0,625.0,46.0,1.0,2.0,4.0,3.0,41000.0,3.0,6.0,1.0,52.0,0.0,2.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,1.0,0.0,41000.0,31483.0
68.0,5711.0,35.0,1.0,1.0,3.0,2.0,49000.0,2.0,3.0,2.0,52.0,0.0,5.0,0.0,,,,,,,,6.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,2.0,0.0,100000.0,43354.0
71.0,1567.0,59.0,1.0,1.0,1.0,1.0,45000.0,2.0,6.0,1.0,26.0,0.0,3.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,0.0,1.0,45000.0,20609.0
74.0,405.0,12.0,1.0,2.0,1.0,1.0,83000.0,1.0,8.0,1.0,52.0,0.0,3.0,0.0,46000.0,7.0,2.0,52.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,2.0,0.0,130000.0,62019.0
76.0,1412.0,59.0,1.0,1.0,1.0,1.0,50000.0,3.0,11.0,2.0,0.0,0.0,2.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.0,0.0,50000.0,41143.0
77.0,1110.0,48.0,1.0,1.0,1.0,1.0,55000.0,3.0,8.0,1.0,52.0,0.0,5.0,0.0,,,,,,,,6.0,0.0,0.0,0.0,1.0,1.0,2.0,99.0,1.0,0.0,71000.0,36863.0
80.0,51.0,10.0,1.0,1.0,1.0,1.0,120000.0,1.0,8.0,1.0,52.0,0.0,6.0,0.0,26000.0,8.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,1.0,0.0,150000.0,86332.0
81.0,1437.0,59.0,1.0,1.0,5.0,3.0,35000.0,1.0,2.0,1.0,40.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,0.0,1.0,35000.0,29965.0
83.0,4272.0,35.0,1.0,1.0,1.0,2.0,80000.0,2.0,4.0,1.0,52.0,0.0,5.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,1.0,0.0,80000.0,67051.0
84.0,219.0,10.0,1.0,2.0,1.0,1.0,13000.0,1.0,10.0,2.0,0.0,0.0,1.0,0.0,11000.0,10.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,99.0,0.0,0.0,24000.0,24375.0
85.0,1789.0,48.0,1.0,1.0,1.0,2.0,55000.0,1.0,8.0,1.0,0.0,52.0,5.0,0.0,75000.0,8.0,2.0,0.0,52.0,6.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,3.0,20.0,0.0,3.0,150000.0,125229.0
86.0,2277.0,48.0,1.0,2.0,1.0,4.0,30000.0,1.0,3.0,1.0,40.0,0.0,2.0,0.0,95000.0,3.0,2.0,52.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,1.0,1.0,130000.0,77658.0
87.0,713.0,12.0,1.0,1.0,1.0,2.0,35000.0,1.0,4.0,1.0,26.0,0.0,2.0,0.0,27000.0,3.0,2.0,52.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,1.0,1.0,62000.0,43248.0
88.0,564.0,12.0,1.0,1.0,5.0,2.0,50000.0,2.0,2.0,1.0,44.0,0.0,7.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,0.0,1.0,50000.0,40816.0
90.0,1601.0,48.0,1.0,1.0,1.0,1.0,42000.0,1.0,6.0,2.0,52.0,0.0,5.0,0.0,50000.0,6.0,1.0,52.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,3.0,18.0,2.0,0.0,94000.0,96141.0
91.0,430.0,10.0,1.0,1.0,1.0,3.0,24000.0,1.0,2.0,1.0,22.0,0.0,5.0,0.0,30000.0,2.0,2.0,35.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,0.0,2.0,55000.0,30564.0
92.0,3908.0,24.0,1.0,2.0,1.0,1.0,28000.0,1.0,11.0,1.0,0.0,12.0,5.0,0.0,6000.0,10.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,99.0,0.0,1.0,34000.0,35604.0
93.0,2546.0,24.0,1.0,1.0,4.0,3.0,22000.0,3.0,12.0,1.0,0.0,0.0,2.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.0,0.0,22000.0,25180.0
95.0,320.0,13.0,1.0,2.0,1.0,2.0,4000.0,1.0,4.0,2.0,0.0,10.0,8.0,0.0,71000.0,4.0,1.0,52.0,0.0,8.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,5.0,3.0,1.0,1.0,75000.0,54858.0
96.0,795.0,35.0,1.0,1.0,3.0,3.0,13000.0,2.0,1.0,2.0,6.0,43.0,5.0,0.0,,,,,,,,7.0,0.0,0.0,1.0,1.0,0.0,2.0,99.0,1.0,1.0,45000.0,44935.0
97.0,457.0,46.0,1.0,1.0,5.0,3.0,10000.0,2.0,1.0,1.0,0.0,9.0,7.0,0.0,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,99.0,0.0,1.0,10000.0,37656.0
98.0,715.0,48.0,1.0,2.0,5.0,3.0,26000.0,2.0,1.0,1.0,52.0,0.0,2.0,0.0,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,99.0,1.0,0.0,26000.0,27297.0
99.0,1835.0,48.0,1.0,1.0,1.0,1.0,42000.0,1.0,8.0,1.0,50.0,0.0,2.0,0.0,39000.0,7.0,2.0,50.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,2.0,0.0,5.0,14.0,2.0,1.0,88000.0,62650.0
100.0,69.0,60.0,1.0,2.0,1.0,2.0,110000.0,1.0,5.0,1.0,52.0,0.0,5.0,0.0,80000.0,5.0,2.0,52.0,0.0,5.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,4.0,5.0,2.0,0.0,190000.0,90049.0
101.0,3639.0,24.0,1.0,1.0,5.0,3.0,31000.0,2.0,7.0,1.0,52.0,0.0,7.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,1.0,0.0,31000.0,29567.0
102.0,833.0,59.0,2.0,3.0,1.0,3.0,41000.0,3.0,2.0,2.0,0.0,52.0,1.0,0.0,,,,,,,,5.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,41000.0,37793.0
103.0,280.0,13.0,1.0,2.0,4.0,2.0,79000.0,3.0,8.0,2.0,52.0,0.0,8.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,1.0,0.0,79000.0,53774.0
105.0,386.0,46.0,1.0,2.0,1.0,1.0,46000.0,3.0,8.0,2.0,52.0,0.0,5.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,1.0,0.0,46000.0,21433.0
106.0,1484.0,59.0,2.0,3.0,1.0,1.0,36000.0,3.0,10.0,2.0,0.0,0.0,1.0,1.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.0,0.0,36000.0,23610.0
107.0,2622.0,24.0,2.0,3.0,1.0,1.0,19000.0,1.0,8.0,1.0,7.0,0.0,2.0,0.0,2500.0,8.0,2.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,0.0,2.0,22000.0,19344.0
108.0,238.0,13.0,2.0,3.0,1.0,2.0,89000.0,1.0,8.0,1.0,35.0,0.0,1.0,0.0,21000.0,7.0,2.0,40.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,0.0,2.0,110000.0,52273.0
111.0,403.0,47.0,2.0,3.0,1.0,1.0,50000.0,1.0,5.0,1.0,52.0,0.0,1.0,0.0,69000.0,4.0,2.0,52.0,0.0,7.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,4.0,10.0,2.0,0.0,120000.0,67562.0
112.0,635.0,46.0,2.0,3.0,1.0,1.0,36000.0,1.0,7.0,2.0,52.0,0.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,1.0,0.0,36000.0,39057.0
113.0,373.0,47.0,1.0,2.0,1.0,1.0,50000.0,1.0,8.0,1.0,0.0,0.0,5.0,0.0,23000.0,7.0,2.0,46.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,0.0,1.0,73000.0,39968.0
115.0,215.0,10.0,1.0,2.0,5.0,3.0,23000.0,3.0,10.0,2.0,0.0,39.0,5.0,1.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.0,1.0,23000.0,21030.0
116.0,1262.0,48.0,1.0,1.0,1.0,1.0,28000.0,1.0,10.0,2.0,0.0,36.0,2.0,0.0,31000.0,10.0,1.0,0.0,24.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,99.0,0.0,2.0,58000.0,66043.0
118.0,295.0,47.0,1.0,2.0,1.0,1.0,51000.0,1.0,8.0,1.0,0.0,0.0,2.0,0.0,2000.0,9.0,2.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,0.0,0.0,53000.0,34168.0
120.0,2738.0,35.0,1.0,1.0,1.0,1.0,75000.0,1.0,9.0,1.0,52.0,0.0,7.0,0.0,30000.0,8.0,2.0,0.0,52.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,1.0,1.0,110000.0,78760.0
121.0,1502.0,48.0,1.0,1.0,5.0,3.0,37000.0,3.0,3.0,1.0,36.0,12.0,2.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,0.0,1.0,37000.0,37740.0
124.0,679.0,12.0,2.0,3.0,6.0,2.0,40000.0,2.0,8.0,2.0,52.0,0.0,8.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,1.0,0.0,40000.0,56213.0
125.0,31.0,60.0,1.0,2.0,1.0,1.0,120000.0,1.0,5.0,1.0,52.0,0.0,2.0,0.0,8600.0,7.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,0.0,2.0,0.0,6.0,3.0,1.0,0.0,120000.0,129311.0
131.0,1702.0,48.0,1.0,1.0,1.0,3.0,50000.0,3.0,8.0,1.0,42.0,0.0,1.0,1.0,,,,,,,,6.0,0.0,0.0,0.0,1.0,1.0,2.0,99.0,0.0,1.0,71000.0,60981.0
132.0,1118.0,48.0,1.0,1.0,3.0,1.0,7000.0,1.0,9.0,2.0,0.0,40.0,3.0,0.0,24000.0,10.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,99.0,0.0,1.0,31000.0,26739.0
133.0,533.0,46.0,2.0,3.0,1.0,2.0,900.0,1.0,6.0,2.0,3.0,0.0,5.0,1.0,110000.0,8.0,1.0,52.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,1.0,1.0,110000.0,56842.0
136.0,393.0,35.0,1.0,1.0,1.0,2.0,95000.0,3.0,7.0,2.0,38.0,0.0,5.0,0.0,,,,,,,,5.0,0.0,1.0,1.0,1.0,0.0,3.0,17.0,0.0,2.0,96000.0,85398.0
137.0,1444.0,59.0,1.0,2.0,5.0,1.0,36000.0,3.0,12.0,2.0,0.0,0.0,5.0,1.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.0,0.0,36000.0,47768.0
138.0,922.0,48.0,2.0,3.0,1.0,1.0,31000.0,1.0,13.0,1.0,52.0,0.0,1.0,1.0,7900.0,12.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,99.0,1.0,0.0,39000.0,33917.0
139.0,1113.0,24.0,2.0,3.0,1.0,1.0,18000.0,1.0,12.0,1.0,0.0,0.0,1.0,0.0,8700.0,12.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,99.0,0.0,0.0,27000.0,25248.0
142.0,1961.0,48.0,1.0,1.0,1.0,1.0,30000.0,1.0,8.0,2.0,43.0,0.0,7.0,0.0,82000.0,9.0,1.0,52.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,1.0,1.0,110000.0,108701.0
143.0,423.0,12.0,1.0,1.0,1.0,2.0,48000.0,1.0,3.0,2.0,26.0,0.0,7.0,0.0,76000.0,3.0,1.0,52.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,4.0,1.0,1.0,1.0,120000.0,73931.0
146.0,1890.0,48.0,1.0,2.0,5.0,3.0,42000.0,3.0,2.0,1.0,52.0,0.0,4.0,0.0,,,,,,,,7.0,0.0,0.0,1.0,1.0,0.0,2.0,99.0,2.0,0.0,65000.0,64188.0
148.0,3064.0,24.0,1.0,1.0,1.0,2.0,50000.0,1.0,5.0,1.0,52.0,0.0,6.0,0.0,30000.0,2.0,2.0,50.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,2.0,0.0,80000.0,65774.0
149.0,327.0,46.0,1.0,1.0,1.0,1.0,16000.0,1.0,13.0,1.0,0.0,0.0,1.0,0.0,14000.0,13.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,99.0,0.0,0.0,30000.0,49517.0
151.0,3765.0,35.0,1.0,1.0,3.0,1.0,17000.0,2.0,8.0,2.0,0.0,0.0,5.0,1.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,0.0,0.0,17000.0,16015.0
152.0,140.0,10.0,2.0,3.0,1.0,1.0,22000.0,3.0,9.0,2.0,2.0,9.0,2.0,1.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,0.0,1.0,22000.0,42787.0
153.0,35.0,60.0,1.0,2.0,1.0,1.0,3900.0,1.0,9.0,1.0,0.0,1.0,2.0,1.0,74000.0,9.0,2.0,52.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,4.0,17.0,1.0,1.0,79000.0,39246.0
154.0,392.0,12.0,2.0,3.0,1.0,1.0,100000.0,3.0,6.0,1.0,50.0,0.0,8.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,1.0,0.0,100000.0,22033.0
155.0,895.0,35.0,1.0,1.0,2.0,1.0,24000.0,3.0,7.0,2.0,16.0,0.0,1.0,1.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,0.0,1.0,24000.0,26868.0
156.0,462.0,46.0,1.0,2.0,5.0,3.0,38000.0,1.0,5.0,1.0,52.0,0.0,5.0,0.0,3600.0,5.0,2.0,0.0,52.0,5.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,4.0,8.0,1.0,1.0,41000.0,38396.0
157.0,997.0,35.0,1.0,1.0,1.0,1.0,56000.0,3.0,11.0,1.0,0.0,28.0,8.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.0,1.0,56000.0,29048.0
159.0,2772.0,48.0,1.0,1.0,5.0,3.0,21000.0,2.0,4.0,1.0,16.0,0.0,8.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99.0,0.0,1.0,21000.0,49272.0
161.0,2576.0,35.0,1.0,1.0,1.0,2.0,160000.0,1.0,6.0,1.0,52.0,0.0,8.0,0.0,20000.0,5.0,2.0,52.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,99.0,2.0,0.0,180000.0,72010.0
163.0,2809.0,24.0,2.0,3.0,1.0,1.0,16000.0,1.0,11.0,1.0,0.0,0.0,2.0,0.0,400.0,9.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,99.0,0.0,0.0,16000.0,14611.0
